Origin,Qwen72B_High_Relevance,question_options,data_source_corr_x,Correct answer
ID0116,"2. Her medical history included esophageal atresia, small bowel obstruction, mild cognitive impairment, low tone, and increased reflexes. 4. Her ocular history was notable for eye movement abnormalities since birth. 6. On examination, her visual acuity was 20/150 OU and did not improve with correction (right eye, −1.50 [2.00] × 180; left eye, −1.00 [1.50] × 180). 8. Alternating vertical and torsional nystagmus was noted (Figure 1). 9. Specifically, 1 eye was noted to rise and intort while the other would fall and extort, followed by reversal of the vertical and torsional components in the opposite eye (Video). 11. Flash visual evoked potential (VEP) demonstrated strong ipsilateral activity of the occipital lobe. 12. Results of a previously obtained brain magnetic resonance imaging (MRI) scan were reported as normal.","What Would You Do Next?

A: Review brain MRI and order electroretinogram  
B: Refer for strabismus surgery  
C: Order genetic workup  
D: Treat with clonazepam",jama,A
ID0117,1. A 57-year-old man comes to the emergency department because of cramping in his hands and feet and numbness and tingling around his lips and in his fingers; these symptoms occurred intermittently for 6 months but have been progressively severe during the past 2 weeks. 8. Deep tendon reflexes are 4+ bilaterally. 9. Chvostek and Trousseau signs are present. 10. His serum calcium concentration is 6.5 mg/dL.,"Which of the following is the most likely diagnosis?

A. Hypomagnesemia

B. Hypoparathyroidism

C. Osteomalacia

D. Vitamin D deficiency",mmlu,D
ID0122,"3. His pulse is 80/min, and blood pressure is 165/95 mm Hg.  ","The presence of which of the following mechanisms is most likely to increase this patient's blood pressure further?

A. Decreased cardiac output

B. Decreased pulse

C. Decreased stroke volume

D. Increased peripheral vascular resistance",mmlu,D
ID0127,"1. A 73-year-old African American woman presented with a widespread scaly pruritic rash lasting 2 months. 2. Her medical history included hypertension, diabetes, pulmonary sarcoidosis, and acid reflux, for which she takes amlodipine, carvedilol, repaglinide, hydroxychloroquine, and pantoprazole. 4. She reported no fevers, new skin exposures, oral ulcers, arthritis, alopecia, or photosensitivity and no worsening pulmonary symptoms of cough or shortness of breath. 5. The rash did not improve after 2 weeks of applying topical triamcinolone ointment (0.1%). 6. Physical examination revealed annular coalescing scaly patches with erythematous borders on her forehead, neck, back, and upper and lower extremities (Figure, panels A and B). 7. Laboratory workup revealed an antinuclear antibodies titer of 1:80 with a speckled pattern, elevated Sjögren syndrome–related antigen A (SS-A) level (>8 AI), and no elevation of Sjögren syndrome–related antigen B (SS-B), ribonucleoprotein, double-stranded DNA, Smith, or anti-histone antibodies. 10. Skin biopsy revealed an inflammatory pattern of vacuolar interface dermatitis (Figure, panel C). 13. C, Skin biopsy revealing vacuolar interface changes accompanied by hyperkeratosis, necrotic keratinocytes, and a superficial perivascular lymphocytic infiltrate in the dermis (hematoxylin-eosin, original magnification ×200).","What Would You Do Next?

A: Obtain a chest radiograph to evaluate progression of sarcoidosis  
B: Discontinue pantoprazole  
C: Start oral prednisone  
D: Order testing for anti–Mi-2 and anti–Jo-1 antibodies",jama,B
ID0129,"1. After being severely beaten and sustaining a gunshot wound to the abdomen, a 42-year-old woman undergoes resection of a perforated small bowel.   2. During the operation, plastic reconstruction of facial fractures, and open reduction and internal fixation of the left femur are also done.   4. She is receiving intravenous morphine via a patient-controlled pump.   5. She says that she needs the morphine to treat her pain, but she is worried that she is becoming addicted.   6. She has no history of substance use disorder.  ","Which of the following initial actions by the physician is most appropriate?  

A. Reassure the patient that her chance of becoming addicted to narcotics is minuscule  

B. Maintain the morphine, but periodically administer intravenous naloxone  

C. Switch the patient to oral acetaminophen as soon as she can take medication orally  

D. Switch the patient to intramuscular lorazepam",mmlu,A
ID0133,"1. A 61-year-old man presents with a painless plaque on the right side of his scrotum; the plaque first appeared 1.5 years ago and has been slowly enlarging since. 3. On examination the bright reddish, irregularly shaped plaque measures 4.0 × 1.5 cm and has erosions on the surface (Figure 1).","What Would You Do Next?

A: Empirically treat with a topical steroid  
B: Initiate treatment with valacyclovir and send culture for further studies  
C: Order laboratory studies to rule out syphilis  
D: Obtain a biopsy of the lesion for pathological examination",jama,D
ID0136,"1. A 77-year-old man is brought to the physician because of a 12-hour history of word-finding difficulty and weakness and sensory loss of the right arm and leg. 3. He has type 2 diabetes mellitus, hypertension, and atrial fibrillation. 6. His pulse is 80/min and irregular, respirations are 16/min, and blood pressure is 170/90 mm Hg. 7. He follows commands but has nonfluent aphasia. 8. There is moderate weakness and decreased sensation of the right upper and lower extremities. 10. Babinski sign is present on the right.","Which of the following is the most appropriate next step in diagnosis?

A. Carotid duplex ultrasonography

B. CT scan of the head

C. EEG

D. Lumbar puncture",mmlu,B
ID0137,"2. He is uncertain about the onset of his symptoms but states they have been ongoing ""for a while."" Initially, he experienced episodes of ""unsteadiness,"" which have progressed to a sensation of ""spinning."" He cannot confirm if his symptoms are positional but mentions that failing to lie down leads to nausea. 3. He also reports worsening hearing loss, particularly on the right side. 8. Physical examination reveals delayed horizontal nystagmus.","What is the most appropriate treatment for this patient’s condition?

A. Betahistine  
B. Diuretic therapy  
C. Epley maneuver  
D. Low-salt diet  
E. Corticosteroid therapy  
F. CN VIII ablation  
G. Gentamicin intratympanic injection  
H. Meclizine  
I. Vestibular rehabilitation therapy  
J. Endolymphatic sac decompression",medxpert,D
ID0140,"1. A 57-year-old male with atrial fibrillation on warfarin therapy is brought to the emergency department with altered mental status. 3. Current vital signs show: temperature 97.6°F (36.4°C), blood pressure 64/33 mmHg, heart rate 160/min, respiratory rate 32/min, and oxygen saturation 100% on room air. 4. The patient is obtunded and unresponsive to questions. 5. Physical examination reveals a dark, purpuric rash on his trunk and extremities.","After initiating IV fluids and obtaining blood cultures, which medication should be administered as the first priority?

A. IV corticosteroids  
B. Ceftriaxone  
C. Vancomycin  
D. Vitamin K  
E. Amphotericin B  
F. Penicillin  
G. Clindamycin  
H. Piperacillin-tazobactam  
I. Meropenem  
J. Fresh frozen plasma",medxpert,G
ID0141,"2. Initial testing reveals a serum sodium of 128 mEq/liter. 3. Her medical conditions include hypertension, hypothyroidism, osteoporosis, and depression, managed with lisinopril 20 mg daily, amlodipine 5 mg daily, levothyroxine 100 μg daily, sertraline 100 mg daily, and alendronate 70 mg weekly.","What is the most appropriate subsequent step in managing this patient's hyponatremia?

A. Limit intake of free water to 1500 mL daily  
B. Begin oral salt tablets with loop diuretics  
C. Administer isotonic saline infusion  
D. Initiate fluid restriction with urea supplementation  
E. Perform a water deprivation test  
F. Administer hypertonic saline infusion  
G. Discontinue sertraline therapy  
H. Increase dietary sodium intake  
I. Limit intake of all fluids to 1000 mL daily  
J. Administer 1 liter of 0.9% normal saline intravenously",medxpert,I
ID0148,"1. A 34-year-old primigravid woman at 20 weeks' gestation presents for follow-up after discovering a mass in her left breast two weeks ago. 4. Physical examination reveals a 3-cm, firm, nonmobile, nontender mass in the upper outer quadrant of the left breast, with no palpable axillary lymphadenopathy. 6. Ultrasound and core biopsy confirm infiltrating lobular carcinoma, with the pathological specimen testing positive for estrogen and ERBB2 receptors and negative for progesterone receptors. 7. Staging reveals no evidence of distant metastases.","What is the most appropriate next step in management?

A. Radiation therapy followed by surgery  
B. Trastuzumab therapy  
C. Surgical resection and chemotherapy  
D. Hormonal therapy alone  
E. Surgical resection and radiotherapy  
F. Hormonal therapy and trastuzumab  
G. Conservative management with close monitoring  
H. Delay treatment until after delivery  
I. Neoadjuvant chemotherapy alone  
J. Mastectomy with lymph node dissection only",medxpert,C
ID0149,"2. A previous biopsy showed a pyogenic granuloma, and she had been treated with curettage and electrodessication. 3. In the few months before presentation, she experienced partial nail loss and her nail had become painful with intermittent drainage. 6. Physical examination of the left second fingernail showed a tender ulcerated nodule encompassing the nail bed with near-complete nail loss and purulent drainage (Figure 1, left). 7. A nail biopsy was repeated by performing a 4-mm punch through the nail bed. 8. The specimen was analyzed by histopathology with hematoxylin-eosin staining and once again showed a pyogenic granuloma–like response characterized by proliferating blood vessels in a background of fibrosis and reactive plasmacytic infiltration (Figure 1, right). 9. Careful inspection of the pyogenic granulomatous process at higher power demonstrated atypical epithelioid and spindled cells adjacent to blood vessels.Left, Physical examination of left second fingernail. 10. Right, Histopathologic findings under low-power magnification (hematoxylin-eosin, original magnification ×20).","What Would You Do Next?

A: Treat with cryotherapy  
B: Perform immunohistochemical analysis on the biopsy specimen  
C: Perform tissue culture for bacterial and fungal organisms  
D: Provide reassurance",jama,B
