ID,src,lab5,lab4,sent_idx,h5,h4
ID1171,jama,L,L,1,False,False
ID1172,medxpert,H,L,1,True,False
ID1174,jama,L,L,1,False,False
ID1175,jama,H,L,1,True,False
ID1176,medxpert,H,H,1,True,True
ID1178,jama,H,H,1,True,True
ID1179,medxpert,H,H,1,True,True
ID1180,mmlu,H,H,1,True,True
ID1181,mmlu,H,L,1,True,False
ID1182,mmlu,H,H,1,True,True
ID1183,jama,L,L,1,False,False
ID1184,medxpert,H,L,1,True,False
ID1185,jama,H,H,1,True,True
ID1187,mmlu,H,H,1,True,True
ID1189,medxpert,H,L,1,True,False
ID1190,medxpert,L,L,1,False,False
ID1193,jama,H,L,1,True,False
ID1194,medxpert,H,H,1,True,True
ID1198,jama,L,L,1,False,False
ID1199,medxpert,H,H,1,True,True
ID1200,medbullets,H,H,1,True,True
ID1201,jama,H,H,1,True,True
ID1202,medbullets,H,H,1,True,True
ID1204,jama,H,H,1,True,True
ID1206,mmlu,L,H,1,False,True
ID1207,jama,H,H,1,True,True
ID1208,medxpert,L,H,1,False,True
ID1209,mmlu,H,H,1,True,True
ID1212,medxpert,L,L,1,False,False
ID1214,jama,L,L,1,False,False
ID1215,jama,L,L,1,False,False
ID1216,jama,L,I,1,False,False
ID1217,jama,H,H,1,True,True
ID1218,medbullets,I,I,1,False,False
ID1219,jama,H,H,1,True,True
ID1221,medbullets,H,H,1,True,True
ID1223,mmlu,H,L,1,True,False
ID1224,jama,L,L,1,False,False
ID1226,medxpert,L,L,1,False,False
ID1227,mmlu,H,H,1,True,True
ID1228,medbullets,L,L,1,False,False
ID1229,jama,H,H,1,True,True
ID1230,jama,L,L,1,False,False
ID1232,medbullets,H,H,1,True,True
ID1233,jama,H,H,1,True,True
ID1234,jama,H,L,1,True,False
ID1236,jama,L,L,1,False,False
ID1239,mmlu,H,H,1,True,True
ID1240,mmlu,L,L,1,False,False
ID1242,jama,H,H,1,True,True
ID1244,jama,H,H,1,True,True
ID1245,medbullets,L,H,1,False,True
ID1246,medbullets,L,L,1,False,False
ID1247,jama,L,H,1,False,True
ID1248,mmlu,L,L,1,False,False
ID1249,medbullets,H,L,1,True,False
ID1251,medxpert,H,H,1,True,True
ID1252,medxpert,H,H,1,True,True
ID1254,medxpert,L,L,1,False,False
ID1255,medxpert,L,H,1,False,True
ID1256,medxpert,H,L,1,True,False
ID1258,mmlu,L,L,1,False,False
ID1260,jama,H,H,1,True,True
ID1261,mmlu,L,I,1,False,False
ID1262,medbullets,L,L,1,False,False
ID1264,jama,H,H,1,True,True
ID1266,jama,L,L,1,False,False
ID1267,jama,H,H,1,True,True
ID1268,mmlu,H,L,1,True,False
ID1269,medbullets,L,L,1,False,False
ID1270,medxpert,H,H,1,True,True
ID1271,medbullets,H,H,1,True,True
ID1272,mmlu,H,H,1,True,True
ID1273,jama,L,L,1,False,False
ID1275,jama,L,H,1,False,True
ID1276,jama,H,L,1,True,False
ID1277,mmlu,L,L,1,False,False
ID1278,medbullets,L,L,1,False,False
ID1279,medbullets,H,H,1,True,True
ID1280,medxpert,H,H,1,True,True
ID1281,jama,H,L,1,True,False
ID1284,medxpert,L,L,1,False,False
ID1285,jama,H,L,1,True,False
ID1286,jama,H,H,1,True,True
ID1287,mmlu,L,L,1,False,False
ID1288,jama,H,L,1,True,False
ID1289,jama,H,H,1,True,True
ID1290,jama,H,L,1,True,False
ID1291,medxpert,H,L,1,True,False
ID1294,medxpert,H,L,1,True,False
ID1296,mmlu,H,L,1,True,False
ID1297,mmlu,I,L,1,False,False
ID1298,medxpert,H,L,1,True,False
ID1299,medxpert,L,L,1,False,False
ID1301,jama,H,L,1,True,False
ID1302,mmlu,H,L,1,True,False
ID1303,jama,L,L,1,False,False
ID1307,medbullets,H,L,1,True,False
ID1308,jama,L,I,1,False,False
ID1309,medxpert,L,L,1,False,False
ID1310,mmlu,L,L,1,False,False
ID1311,medxpert,H,H,1,True,True
ID1312,medxpert,L,I,1,False,False
ID1313,medbullets,H,H,1,True,True
ID1314,jama,H,H,1,True,True
ID1315,medbullets,H,L,1,True,False
ID1316,mmlu,H,L,1,True,False
ID1318,jama,H,H,1,True,True
ID1320,jama,H,H,1,True,True
ID1321,jama,L,L,1,False,False
ID1324,medxpert,L,L,1,False,False
ID1328,medxpert,H,L,1,True,False
ID1329,medbullets,L,L,1,False,False
ID1330,mmlu,L,L,1,False,False
ID1331,mmlu,L,H,1,False,True
ID1332,jama,L,L,1,False,False
ID1333,medxpert,L,L,1,False,False
ID1334,jama,H,H,1,True,True
ID1335,mmlu,L,L,1,False,False
ID1336,mmlu,L,I,1,False,False
ID1337,medbullets,L,H,1,False,True
ID1338,medbullets,L,L,1,False,False
ID1339,mmlu,H,H,1,True,True
ID1340,medxpert,H,H,1,True,True
ID1343,medbullets,H,L,1,True,False
ID1345,medbullets,H,H,1,True,True
ID1346,jama,H,H,1,True,True
ID1347,jama,H,L,1,True,False
ID1348,jama,H,H,1,True,True
ID1349,jama,L,L,1,False,False
ID1350,jama,L,L,1,False,False
ID1352,jama,H,H,1,True,True
ID1353,jama,H,H,1,True,True
ID1354,jama,L,L,1,False,False
ID1355,mmlu,L,L,1,False,False
ID1356,medxpert,L,L,1,False,False
ID1357,medxpert,H,H,1,True,True
ID1359,jama,L,H,1,False,True
ID1360,jama,L,L,1,False,False
ID1362,medbullets,H,H,1,True,True
ID1366,jama,L,H,1,False,True
ID1368,jama,L,L,1,False,False
ID1369,medxpert,H,H,1,True,True
ID1371,medbullets,H,L,1,True,False
ID1373,jama,L,L,1,False,False
ID1374,jama,L,L,1,False,False
ID1376,jama,L,L,1,False,False
ID1377,jama,L,H,1,False,True
ID1378,medbullets,H,H,1,True,True
ID1380,medxpert,H,H,1,True,True
ID1381,jama,H,H,1,True,True
ID1382,jama,H,H,1,True,True
ID1383,mmlu,H,H,1,True,True
ID1384,medbullets,H,H,1,True,True
ID1385,medxpert,H,H,1,True,True
ID1387,jama,L,L,1,False,False
ID1388,jama,H,L,1,True,False
ID1389,medxpert,L,I,1,False,False
ID1391,jama,H,H,1,True,True
ID1392,medxpert,H,H,1,True,True
ID1394,medbullets,H,L,1,True,False
ID1395,medxpert,H,H,1,True,True
ID1396,medxpert,L,I,1,False,False
ID1397,medbullets,L,L,1,False,False
ID1398,jama,H,H,1,True,True
ID1399,medxpert,H,H,1,True,True
ID1401,jama,H,H,1,True,True
ID1402,jama,H,H,1,True,True
ID1403,jama,H,L,1,True,False
ID1405,mmlu,H,H,1,True,True
ID1409,medxpert,L,L,1,False,False
ID1411,medbullets,L,L,1,False,False
ID1413,medbullets,H,H,1,True,True
ID1414,medxpert,H,H,1,True,True
ID1416,jama,H,H,1,True,True
ID1418,mmlu,H,H,1,True,True
ID1419,jama,H,L,1,True,False
ID1421,mmlu,L,L,1,False,False
ID1422,medbullets,H,H,1,True,True
ID1423,medxpert,L,L,1,False,False
ID1425,mmlu,H,H,1,True,True
ID1426,mmlu,L,H,1,False,True
ID1428,medxpert,H,H,1,True,True
ID1429,jama,L,L,1,False,False
ID1430,jama,L,H,1,False,True
ID1431,jama,H,H,1,True,True
ID1432,medxpert,H,L,1,True,False
ID1434,medxpert,L,H,1,False,True
ID1438,jama,H,H,1,True,True
ID1439,medbullets,H,H,1,True,True
ID1442,mmlu,H,L,1,True,False
ID1445,mmlu,H,H,1,True,True
ID1446,mmlu,H,H,1,True,True
ID1448,medxpert,H,L,1,True,False
ID1449,medxpert,H,H,1,True,True
ID1450,jama,L,H,1,False,True
ID1452,medbullets,L,L,1,False,False
ID1453,jama,H,H,1,True,True
ID1454,mmlu,H,L,1,True,False
ID1457,medbullets,H,L,1,True,False
ID1458,jama,L,H,1,False,True
ID1459,jama,H,H,1,True,True
ID1460,mmlu,L,L,1,False,False
ID1462,medxpert,H,L,1,True,False
ID1463,medxpert,H,L,1,True,False
ID1464,jama,H,H,1,True,True
ID1466,mmlu,L,L,1,False,False
ID1467,mmlu,L,H,1,False,True
ID1468,medbullets,L,L,1,False,False
ID1469,jama,H,L,1,True,False
ID1474,mmlu,L,L,1,False,False
ID1475,medbullets,H,H,1,True,True
ID1476,jama,L,L,1,False,False
ID1477,jama,L,L,1,False,False
ID1479,mmlu,L,L,1,False,False
ID1480,medbullets,L,L,1,False,False
ID1481,jama,L,H,1,False,True
ID1485,jama,H,H,1,True,True
ID1486,jama,L,L,1,False,False
ID1488,medbullets,L,L,1,False,False
ID1489,medbullets,H,H,1,True,True
ID1490,medbullets,H,L,1,True,False
ID1491,jama,H,H,1,True,True
ID1492,medxpert,H,H,1,True,True
ID1494,medbullets,L,L,1,False,False
ID1495,medbullets,H,H,1,True,True
ID1496,medbullets,H,H,1,True,True
ID1500,mmlu,L,L,1,False,False
ID1501,medxpert,H,H,1,True,True
ID1504,medxpert,H,H,1,True,True
ID1505,jama,L,H,1,False,True
ID1506,mmlu,H,H,1,True,True
ID1507,mmlu,H,H,1,True,True
ID1508,medbullets,H,L,1,True,False
ID1510,jama,L,H,1,False,True
ID1513,jama,H,H,1,True,True
ID1514,jama,L,L,1,False,False
ID1515,mmlu,H,H,1,True,True
ID1517,jama,H,H,1,True,True
ID1518,jama,H,H,1,True,True
ID1520,jama,H,H,1,True,True
ID1524,mmlu,H,H,1,True,True
ID1525,jama,H,H,1,True,True
ID1526,medbullets,L,L,1,False,False
ID1529,jama,L,H,1,False,True
ID1530,jama,L,L,1,False,False
ID1531,jama,H,H,1,True,True
ID1532,jama,H,H,1,True,True
ID1533,jama,H,L,1,True,False
ID1534,medbullets,H,H,1,True,True
ID1536,medbullets,L,L,1,False,False
ID1538,jama,H,L,1,True,False
ID1539,medbullets,L,H,1,False,True
ID1540,jama,L,H,1,False,True
ID1541,medbullets,L,L,1,False,False
ID1543,mmlu,H,L,1,True,False
ID1544,mmlu,H,L,1,True,False
ID1545,jama,H,H,1,True,True
ID1550,jama,H,H,1,True,True
ID1551,jama,H,H,1,True,True
ID1552,medbullets,L,H,1,False,True
ID1553,medbullets,H,L,1,True,False
ID1555,jama,H,H,1,True,True
ID1557,medxpert,H,H,1,True,True
ID1558,jama,H,H,1,True,True
ID1559,medxpert,L,H,1,False,True
ID1560,jama,H,L,1,True,False
ID1561,jama,H,H,1,True,True
ID1565,medbullets,H,H,1,True,True
ID1566,medbullets,H,H,1,True,True
ID1567,medxpert,H,H,1,True,True
ID1569,mmlu,H,H,1,True,True
ID1570,medbullets,H,H,1,True,True
ID1571,medxpert,H,H,1,True,True
ID1572,medxpert,H,H,1,True,True
ID1573,jama,H,H,1,True,True
ID1574,jama,I,L,1,False,False
ID1575,jama,L,L,1,False,False
ID1578,medxpert,H,H,1,True,True
ID1580,medxpert,L,L,1,False,False
ID1581,jama,H,L,1,True,False
ID1582,medxpert,L,L,1,False,False
ID1583,mmlu,L,I,1,False,False
ID1584,jama,L,L,1,False,False
ID1585,jama,L,L,1,False,False
ID1586,mmlu,H,H,1,True,True
ID1587,mmlu,H,L,1,True,False
ID1590,mmlu,H,L,1,True,False
ID1591,medxpert,L,L,1,False,False
ID1593,medxpert,L,L,1,False,False
ID1594,jama,H,H,1,True,True
ID1596,mmlu,H,H,1,True,True
ID1599,medbullets,L,L,1,False,False
ID1601,jama,H,H,1,True,True
ID1602,medbullets,H,L,1,True,False
ID1605,jama,H,H,1,True,True
ID1607,jama,H,H,1,True,True
ID1610,jama,L,L,1,False,False
ID1612,jama,L,L,1,False,False
ID1613,mmlu,H,H,1,True,True
ID1614,medxpert,L,L,1,False,False
ID1617,medxpert,H,H,1,True,True
ID1618,jama,H,L,1,True,False
ID1622,mmlu,H,H,1,True,True
ID1625,medxpert,L,L,1,False,False
ID1629,medbullets,L,L,1,False,False
ID1632,medbullets,H,L,1,True,False
ID1633,mmlu,L,L,1,False,False
ID1634,medbullets,H,L,1,True,False
ID1636,medbullets,H,H,1,True,True
ID1637,medbullets,H,H,1,True,True
ID1638,jama,H,L,1,True,False
ID1640,medxpert,L,L,1,False,False
ID1641,jama,L,L,1,False,False
ID1645,jama,H,H,1,True,True
ID1646,medxpert,L,L,1,False,False
ID1650,mmlu,H,H,1,True,True
ID1651,jama,H,H,1,True,True
ID1652,jama,H,H,1,True,True
ID1653,jama,L,L,1,False,False
ID1654,medxpert,H,H,1,True,True
ID1655,jama,L,H,1,False,True
ID1656,medxpert,L,H,1,False,True
ID1659,jama,L,H,1,False,True
ID1660,mmlu,H,H,1,True,True
ID1662,mmlu,H,H,1,True,True
ID1663,jama,H,H,1,True,True
ID1664,jama,L,L,1,False,False
ID1666,medbullets,L,H,1,False,True
ID1667,medxpert,L,H,1,False,True
ID1668,medbullets,H,H,1,True,True
ID1671,jama,H,H,1,True,True
ID1672,jama,H,L,1,True,False
ID1673,medxpert,H,H,1,True,True
ID1674,jama,H,H,1,True,True
ID1676,medxpert,H,H,1,True,True
ID1678,jama,L,L,1,False,False
ID1679,jama,H,H,1,True,True
ID1680,jama,H,H,1,True,True
ID1683,jama,H,H,1,True,True
ID1684,medxpert,H,H,1,True,True
ID1685,medbullets,L,L,1,False,False
ID1687,medxpert,I,L,1,False,False
ID1688,mmlu,H,L,1,True,False
ID1689,jama,L,L,1,False,False
ID1691,medxpert,L,L,1,False,False
ID1692,jama,L,L,1,False,False
ID1693,medbullets,L,H,1,False,True
ID1694,medxpert,H,H,1,True,True
ID1695,jama,H,L,1,True,False
ID1696,medxpert,L,L,1,False,False
ID1697,jama,H,H,1,True,True
ID1698,medxpert,L,L,1,False,False
ID1699,jama,H,H,1,True,True
ID1700,mmlu,H,L,1,True,False
ID1701,mmlu,H,L,1,True,False
ID1702,jama,H,H,1,True,True
ID1704,medbullets,H,H,1,True,True
ID1706,medbullets,L,L,1,False,False
ID1710,jama,H,H,1,True,True
ID1711,jama,L,I,1,False,False
ID1712,medxpert,H,H,1,True,True
ID1713,jama,H,H,1,True,True
ID1714,jama,L,H,1,False,True
ID1715,mmlu,L,L,1,False,False
ID1716,jama,H,H,1,True,True
ID1717,medxpert,H,L,1,True,False
ID1718,medbullets,H,L,1,True,False
ID1722,medxpert,H,H,1,True,True
ID1724,medxpert,H,H,1,True,True
ID1725,mmlu,H,L,1,True,False
ID1727,medxpert,H,H,1,True,True
ID1728,jama,H,H,1,True,True
ID1732,jama,H,H,1,True,True
ID1734,jama,L,L,1,False,False
ID1738,medbullets,L,L,1,False,False
ID1741,medxpert,H,H,1,True,True
ID1742,medxpert,L,L,1,False,False
ID1743,medxpert,L,L,1,False,False
ID1744,medxpert,H,L,1,True,False
ID1746,medxpert,L,L,1,False,False
ID1747,jama,H,H,1,True,True
ID1749,mmlu,L,L,1,False,False
ID1750,medxpert,H,L,1,True,False
ID1751,medxpert,L,L,1,False,False
ID1755,medxpert,H,H,1,True,True
ID1756,jama,H,L,1,True,False
ID1757,medxpert,H,H,1,True,True
ID1758,medxpert,L,H,1,False,True
ID1761,jama,H,L,1,True,False
ID1762,jama,H,L,1,True,False
ID1765,jama,L,L,1,False,False
ID1766,medxpert,H,L,1,True,False
ID1767,medxpert,H,H,1,True,True
ID1768,medbullets,L,H,1,False,True
ID1769,jama,L,L,1,False,False
ID1772,medxpert,H,L,1,True,False
ID1773,medxpert,H,H,1,True,True
ID1774,mmlu,H,H,1,True,True
ID1775,medxpert,H,I,1,True,False
ID1776,medxpert,L,H,1,False,True
ID1777,medxpert,H,H,1,True,True
ID1778,medxpert,L,L,1,False,False
ID1779,medxpert,L,I,1,False,False
ID1783,medxpert,H,H,1,True,True
ID1786,medbullets,L,L,1,False,False
ID1787,jama,I,L,1,False,False
ID1788,mmlu,L,L,1,False,False
ID1789,medxpert,H,H,1,True,True
ID1790,jama,H,H,1,True,True
ID1791,jama,H,H,1,True,True
ID1792,jama,L,L,1,False,False
ID1793,mmlu,H,H,1,True,True
ID1795,medxpert,H,L,1,True,False
ID1797,jama,L,L,1,False,False
ID1798,mmlu,H,L,1,True,False
ID1799,jama,H,H,1,True,True
ID1800,mmlu,L,L,1,False,False
ID1802,jama,H,H,1,True,True
ID1807,jama,L,L,1,False,False
ID1808,mmlu,L,H,1,False,True
ID1809,jama,H,H,1,True,True
ID1811,jama,H,H,1,True,True
ID1812,medbullets,H,H,1,True,True
ID1817,medxpert,H,L,1,True,False
ID1818,mmlu,L,L,1,False,False
ID1819,jama,H,H,1,True,True
ID1820,jama,H,H,1,True,True
ID1821,medbullets,H,H,1,True,True
ID1822,medbullets,H,L,1,True,False
ID1823,jama,L,L,1,False,False
ID1824,medbullets,L,L,1,False,False
ID1825,medxpert,L,L,1,False,False
ID1826,mmlu,H,L,1,True,False
ID1827,mmlu,H,H,1,True,True
ID1829,jama,H,H,1,True,True
ID1830,medxpert,L,L,1,False,False
ID1831,jama,H,H,1,True,True
ID1833,medbullets,H,H,1,True,True
ID1834,medxpert,H,H,1,True,True
ID1835,jama,H,H,1,True,True
ID1836,jama,H,H,1,True,True
ID1837,jama,L,H,1,False,True
ID1838,medbullets,H,H,1,True,True
ID1840,medxpert,L,L,1,False,False
ID1841,jama,H,H,1,True,True
ID1842,jama,H,H,1,True,True
ID1843,mmlu,H,L,1,True,False
ID1845,medbullets,H,H,1,True,True
ID1846,medbullets,L,L,1,False,False
ID1847,jama,H,H,1,True,True
ID1848,jama,H,L,1,True,False
ID1849,mmlu,H,H,1,True,True
ID1850,jama,L,H,1,False,True
ID1851,mmlu,L,L,1,False,False
ID1852,jama,H,H,1,True,True
ID1855,jama,L,H,1,False,True
ID1856,jama,H,H,1,True,True
ID1858,medxpert,L,L,1,False,False
ID1859,jama,L,L,1,False,False
ID1860,jama,L,L,1,False,False
ID1862,mmlu,H,H,1,True,True
ID1863,mmlu,H,H,1,True,True
ID1865,jama,H,L,1,True,False
ID1866,mmlu,H,H,1,True,True
ID1868,jama,H,H,1,True,True
ID1870,jama,L,L,1,False,False
ID1871,medxpert,L,I,1,False,False
ID1873,mmlu,H,L,1,True,False
ID1874,mmlu,H,L,1,True,False
ID1875,jama,H,L,1,True,False
ID1876,jama,H,L,1,True,False
ID1879,jama,H,H,1,True,True
ID1880,medbullets,L,L,1,False,False
ID1881,mmlu,L,L,1,False,False
ID1882,medbullets,L,L,1,False,False
ID1886,medxpert,H,L,1,True,False
ID1887,jama,H,H,1,True,True
ID1888,medxpert,L,L,1,False,False
ID1889,mmlu,L,L,1,False,False
ID1890,medxpert,H,L,1,True,False
ID1892,medxpert,H,H,1,True,True
ID1893,jama,L,H,1,False,True
ID1895,medbullets,H,H,1,True,True
ID1896,medxpert,H,H,1,True,True
ID1898,medbullets,H,H,1,True,True
ID1899,jama,H,H,1,True,True
ID1900,jama,H,H,1,True,True
ID1902,jama,L,L,1,False,False
ID1903,jama,L,H,1,False,True
ID1904,jama,H,H,1,True,True
ID1905,medxpert,H,H,1,True,True
ID1908,mmlu,H,H,1,True,True
ID1909,jama,H,L,1,True,False
ID1910,medxpert,L,L,1,False,False
ID1911,mmlu,H,H,1,True,True
ID1912,mmlu,H,H,1,True,True
ID1913,medxpert,L,L,1,False,False
ID1915,medxpert,H,H,1,True,True
ID1917,jama,H,H,1,True,True
ID1918,jama,H,L,1,True,False
ID1919,medbullets,H,L,1,True,False
ID1923,medxpert,L,L,1,False,False
ID1924,medxpert,H,H,1,True,True
ID1925,jama,L,L,1,False,False
ID1927,medbullets,H,H,1,True,True
ID1928,jama,H,L,1,True,False
ID1929,medxpert,H,L,1,True,False
ID1931,jama,H,H,1,True,True
ID1932,jama,L,L,1,False,False
ID1933,jama,L,L,1,False,False
ID1934,jama,H,H,1,True,True
ID1937,jama,H,H,1,True,True
ID1938,medbullets,L,L,1,False,False
ID1940,jama,H,H,1,True,True
ID1941,medxpert,H,H,1,True,True
ID1944,medxpert,L,L,1,False,False
ID1945,medbullets,H,H,1,True,True
ID1946,medxpert,L,H,1,False,True
ID1947,medxpert,H,H,1,True,True
ID1948,medxpert,L,L,1,False,False
ID1949,jama,H,H,1,True,True
ID1951,jama,H,H,1,True,True
ID1952,medbullets,L,L,1,False,False
ID1953,jama,L,L,1,False,False
ID1955,medbullets,H,H,1,True,True
ID1956,jama,L,L,1,False,False
ID1957,medxpert,L,L,1,False,False
ID1958,medxpert,H,H,1,True,True
ID1959,jama,L,L,1,False,False
ID1962,medxpert,H,H,1,True,True
ID1963,medbullets,H,L,1,True,False
ID1965,jama,L,L,1,False,False
ID1966,jama,H,H,1,True,True
ID1969,mmlu,H,H,1,True,True
ID1970,jama,L,L,1,False,False
ID1972,mmlu,H,H,1,True,True
ID1974,medbullets,H,H,1,True,True
ID1975,medxpert,L,L,1,False,False
ID1976,medxpert,L,L,1,False,False
ID1977,jama,H,H,1,True,True
ID1979,medxpert,H,H,1,True,True
ID1980,medxpert,H,L,1,True,False
ID1981,jama,L,L,1,False,False
ID1983,medbullets,H,L,1,True,False
ID1984,mmlu,H,L,1,True,False
ID1986,jama,H,H,1,True,True
ID1987,medxpert,H,H,1,True,True
ID1989,mmlu,H,L,1,True,False
ID1990,jama,L,L,1,False,False
ID1991,jama,H,H,1,True,True
ID1993,mmlu,H,H,1,True,True
ID1994,medxpert,H,H,1,True,True
ID1995,mmlu,H,H,1,True,True
ID1996,mmlu,H,L,1,True,False
ID1997,medxpert,H,H,1,True,True
ID1998,medbullets,H,L,1,True,False
ID1999,medxpert,H,H,1,True,True
ID0002,jama,H,L,2,True,False
ID0003,medxpert,L,L,2,False,False
ID0007,medbullets,L,L,2,False,False
ID0009,jama,H,H,2,True,True
ID0010,medxpert,L,L,2,False,False
ID0013,mmlu,H,L,2,True,False
ID0015,jama,L,L,2,False,False
ID0016,jama,L,H,2,False,True
ID0017,jama,L,H,2,False,True
ID0018,jama,H,H,2,True,True
ID0021,jama,H,L,2,True,False
ID0024,mmlu,I,I,2,False,False
ID0025,medxpert,I,L,2,False,False
ID0027,mmlu,H,H,2,True,True
ID0028,medbullets,L,L,2,False,False
ID0029,medbullets,L,L,2,False,False
ID0030,jama,L,H,2,False,True
ID0032,medbullets,L,L,2,False,False
ID0034,medbullets,L,L,2,False,False
ID0039,mmlu,H,L,2,True,False
ID0041,jama,L,L,2,False,False
ID0042,medxpert,L,L,2,False,False
ID0043,jama,H,H,2,True,True
ID0044,jama,L,L,2,False,False
ID0045,medxpert,L,L,2,False,False
ID0046,medbullets,H,L,2,True,False
ID0047,jama,L,L,2,False,False
ID0048,medbullets,H,H,2,True,True
ID0049,jama,L,L,2,False,False
ID0052,jama,H,H,2,True,True
ID0053,medxpert,L,L,2,False,False
ID0054,jama,H,L,2,True,False
ID0055,medbullets,H,L,2,True,False
ID0056,medxpert,H,H,2,True,True
ID0057,mmlu,H,H,2,True,True
ID0059,mmlu,H,L,2,True,False
ID0060,jama,H,H,2,True,True
ID0062,jama,L,L,2,False,False
ID0063,medxpert,L,L,2,False,False
ID0064,mmlu,H,L,2,True,False
ID0067,medbullets,L,L,2,False,False
ID0069,jama,H,H,2,True,True
ID0071,medxpert,H,L,2,True,False
ID0072,jama,L,I,2,False,False
ID0073,medxpert,L,L,2,False,False
ID0074,mmlu,H,H,2,True,True
ID0076,jama,H,H,2,True,True
ID0078,medbullets,L,L,2,False,False
ID0079,jama,H,H,2,True,True
ID0081,jama,L,L,2,False,False
ID0082,medbullets,H,L,2,True,False
ID0085,medxpert,I,L,2,False,False
ID0086,medxpert,H,L,2,True,False
ID0088,jama,H,L,2,True,False
ID0089,jama,H,H,2,True,True
ID0092,medxpert,I,L,2,False,False
ID0093,jama,L,L,2,False,False
ID0094,jama,L,L,2,False,False
ID0096,medxpert,L,L,2,False,False
ID0097,jama,H,H,2,True,True
ID0098,mmlu,H,L,2,True,False
ID0099,medxpert,H,L,2,True,False
ID0101,medbullets,L,L,2,False,False
ID0102,medbullets,H,L,2,True,False
ID0106,medbullets,L,L,2,False,False
ID0108,jama,L,L,2,False,False
ID0109,jama,L,H,2,False,True
ID0110,jama,L,L,2,False,False
ID0111,medbullets,H,L,2,True,False
ID0112,medxpert,L,L,2,False,False
ID0113,mmlu,L,L,2,False,False
ID0115,medbullets,L,L,2,False,False
ID0116,jama,H,L,2,True,False
ID0117,mmlu,H,L,2,True,False
ID0119,jama,H,L,2,True,False
ID0122,mmlu,L,L,2,False,False
ID0124,jama,H,L,2,True,False
ID0125,jama,L,L,2,False,False
ID0127,jama,H,L,2,True,False
ID0129,mmlu,L,L,2,False,False
ID0130,jama,H,L,2,True,False
ID0133,jama,L,L,2,False,False
ID0135,medbullets,L,L,2,False,False
ID0136,mmlu,L,L,2,False,False
ID0137,medxpert,H,L,2,True,False
ID0140,medxpert,L,L,2,False,False
ID0141,medxpert,H,H,2,True,True
ID0142,jama,H,H,2,True,True
ID0144,medbullets,L,L,2,False,False
ID0146,jama,H,H,2,True,True
ID0147,jama,L,L,2,False,False
ID0148,medxpert,I,I,2,False,False
ID0149,jama,L,L,2,False,False
ID0150,jama,H,H,2,True,True
ID0151,medxpert,L,L,2,False,False
ID0152,medbullets,H,L,2,True,False
ID0153,jama,L,L,2,False,False
ID0154,mmlu,H,H,2,True,True
ID0155,jama,I,L,2,False,False
ID0157,jama,L,H,2,False,True
ID0161,jama,H,H,2,True,True
ID0162,medbullets,H,H,2,True,True
ID0163,jama,L,L,2,False,False
ID0164,mmlu,H,H,2,True,True
ID0165,medxpert,H,H,2,True,True
ID0166,medxpert,H,H,2,True,True
ID0168,mmlu,H,H,2,True,True
ID0169,jama,L,L,2,False,False
ID0170,medxpert,L,L,2,False,False
ID0172,jama,L,L,2,False,False
ID0177,medbullets,L,L,2,False,False
ID0182,medbullets,H,H,2,True,True
ID0184,mmlu,I,I,2,False,False
ID0185,medbullets,H,L,2,True,False
ID0186,jama,H,L,2,True,False
ID0189,mmlu,H,H,2,True,True
ID0190,mmlu,L,H,2,False,True
ID0191,jama,L,L,2,False,False
ID0192,jama,L,L,2,False,False
ID0193,medxpert,I,I,2,False,False
ID0195,jama,H,L,2,True,False
ID0198,medbullets,I,I,2,False,False
ID0199,jama,H,L,2,True,False
ID0200,medxpert,L,L,2,False,False
ID0202,jama,H,H,2,True,True
ID0206,jama,I,L,2,False,False
ID0207,medxpert,H,H,2,True,True
ID0209,mmlu,H,H,2,True,True
ID0211,medxpert,I,I,2,False,False
ID0213,jama,L,L,2,False,False
ID0215,jama,H,L,2,True,False
ID0216,medxpert,L,L,2,False,False
ID0217,mmlu,L,L,2,False,False
ID0219,jama,L,L,2,False,False
ID0220,mmlu,L,L,2,False,False
ID0221,medbullets,L,L,2,False,False
ID0222,jama,L,L,2,False,False
ID0229,medxpert,I,L,2,False,False
ID0230,jama,L,L,2,False,False
ID0232,jama,L,L,2,False,False
ID0233,medxpert,L,L,2,False,False
ID0235,medxpert,H,H,2,True,True
ID0236,jama,L,L,2,False,False
ID0237,mmlu,H,L,2,True,False
ID0238,medbullets,H,L,2,True,False
ID0240,jama,H,L,2,True,False
ID0241,jama,L,H,2,False,True
ID0242,medxpert,I,L,2,False,False
ID0243,jama,H,H,2,True,True
ID0244,medbullets,H,H,2,True,True
ID0246,jama,I,L,2,False,False
ID0247,medbullets,I,L,2,False,False
ID0248,medxpert,L,I,2,False,False
ID0249,medbullets,L,L,2,False,False
ID0251,mmlu,I,I,2,False,False
ID0253,mmlu,L,L,2,False,False
ID0254,jama,L,H,2,False,True
ID0256,mmlu,H,H,2,True,True
ID0257,jama,L,H,2,False,True
ID0258,jama,H,L,2,True,False
ID0262,medxpert,L,L,2,False,False
ID0265,mmlu,I,L,2,False,False
ID0268,jama,L,L,2,False,False
ID0270,mmlu,H,H,2,True,True
ID0275,medxpert,L,L,2,False,False
ID0277,jama,H,H,2,True,True
ID0278,jama,H,H,2,True,True
ID0280,jama,I,I,2,False,False
ID0281,medxpert,H,L,2,True,False
ID0283,jama,L,H,2,False,True
