Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID1024,"Which of the following is the most appropriate next step in management for this patient?

A. Perform a Bielschowsky head tilt test  
B. Brain MRI  
C. Patch the left eye  
D. Patch the right eye",D,medbullets,
ID1245,"Which of the following tests will most appropriately assess this patient’s future risk of foot ulcers?

A. Knee reflex testing  
B. Monofilament testing  
C. Contrast-enhanced foot magnetic resonance imaging  
D. Ankle-brachial index",B,medbullets,"His temperature is 98.6°F (37.0°C), blood pressure is 115/70 mmHg, pulse is 70/min, and respirations are 12/min."
ID0468,"Which of the following factors plays the earliest role in the progression towards this patient’s presentation?

A. Increased cerebrospinal fluid  
B. Aneurysmal rupture  
C. Cerebral atrophy  
D. Hypertension",C,medbullets,"While she was talking to him, he fell asleep and was difficult to rouse"
ID1637,"Which of the following is most likely to confirm the diagnosis?

A. CT imaging of abdomen and pelvis  
B. Rectal swab for selective anaerobic culture  
C. Abdominal radiograph  
D. Stool toxin assay",D,medbullets,
ID0810,"Which of the following is the most appropriate screening test for nephropathy in this patient?

A. Creatinine clearance  
B. Oral glucose tolerance test  
C. Urine albumin-to-creatinine ratio  
D. Hemoglobin A1c",C,medbullets,K+: 4.4 mEq/L HCO3-: 21 mEq/L Laboratory studies are performed and show: Serum:
ID1246,"Which of the following is most likely to be present in this patient?

A. Increased serum methylmalonic acid level  
B. Microcytes  
C. Decreased serum homocysteine level  
D. Prolonged partial thromboplastin time",A,medbullets,
ID1137,"This fetus is most likely at increased risk for which of the following complications?

A. Neonatal hyperglycemia  
B. Neural tube defect  
C. Oligohydramnios  
D. Post-term delivery",B,medbullets,
ID0732,"8. Which of the following is the correct vaccination plan for this infant in terms of the vaccinations below?

- Diphtheria, Tetanus, and acellular Pertussis - DTaP
- Hepatitis A - HAV
- Hepatitis B - HBV
- Haemophilus influenzae type B conjugate - HiB
- Pneumococcal conjugate - PCV 13

A. Delay all vaccines for 2 months due to the infant's history of NRDS  
B. Administer DTaP, HAV, HBV, HiB, PCV 13, poliovirus, and rotavirus vaccines  
C. Administer DTaP, HBV, HiB, PCV 13, poliovirus, and rotavirus vaccines  
D. Delay all vaccines for 2 months because the infant was born 2 months premature",C,medbullets,"Her temperature is 98.6°F (37.0°C), blood pressure is 80/50 mmHg, pulse is 120/min, and respirations are 25/min"
ID0447,"Which of the following is the most likely diagnosis?

A. Celiac disease  
B. Crohn disease  
C. Whipple disease  
D. Tropical sprue",D,medbullets,"Mean corpuscular volume (MCV): 116 µm^3 Leukocyte count: 4,500/mm^3 Labs are obtained and show the following results: Her medical history is significant for mild intermittent asthma for which she uses an albuterol inhaler as needed."
ID0841,"Which of the following is the most appropriate management?

A. Atropine  
B. Flumazenil  
C. Observation  
D. Naloxone",C,medbullets,
ID0177,"Which of the following is the most appropriate next step in management?

A. Propylthiouracil  
B. Fine needle aspiration  
C. Radioiodine ablation  
D. Surgical removal of the mass",B,medbullets,
ID1307,"Which of the following vaccine regimens is indicated in this patient?

A. Tetanus, diphtheria, acellular pertussis, and influenza  
B. Tetanus and diphtheria  
C. Influenza  
D. Tetanus, diphtheria, and acellular pertussis",D,medbullets,
ID1422,"Which of the following is the most likely cause of this patient's symptoms?

A. Erosion into a gastric vessel  
B. Submucosal esophageal tear  
C. Vascular malformation  
D. Malignancy",C,medbullets,
ID1249,"Which of the following is the most appropriate next step in management?

A. Lateral canthotomy  
B. Cyclopentolate  
C. Topical timolol and pilocarpine  
D. Orbital ultrasound",A,medbullets,The patient is otherwise healthy and does not take any medications
ID0861,"Which of the following is the most appropriate next step in management?

A. Vancomycin  
B. Ampicillin-sulbactam  
C. Rifampin, isoniazid, pyrazinamide, and ethambutol (RIPE) therapy  
D. Itraconazole",C,medbullets,
ID1329,"Which of the following is the most likely diagnosis?

A. Cerebellar stroke  
B. Essential tremor  
C. Lacunar stroke  
D. Parkinson disease",D,medbullets,
ID1278,"Which of the following is the most appropriate next step in management?

A. Refer to genetic testing  
B. Speech and language assessment  
C. Audiometry testing  
D. Parent and teacher ADHD rating scales",C,medbullets,
ID0623,"Which of the following is the most likely diagnosis?

A. Stable angina  
B. Costochondritis  
C. ST elevation myocardial infarction  
D. Unstable angina",A,medbullets,
ID1345,"Which of the following is the most appropriate treatment for this patient?

A. Methylphenidate  
B. Fluoxetine  
C. Haloperidol  
D. Dextroamphetamine",C,medbullets,
ID1636,"Which of the following is the most appropriate prophylactic treatment?

A. Sumatriptan  
B. Verapamil  
C. Ibuprofen  
D. Propranolol",B,medbullets,
ID0067,"Which of the following is the most appropriate course of action for the medical student?

A. Ask the resident if the patient’s family or the patient has been consented for this procedure  
B. Contact the patient's family to ask for permission to perform the procedure  
C. Intubate the patient with the resident's supervision  
D. Report the resident to hospital administration",A,medbullets,A medical student rotating in the intensive care unit asked if she can practice performing intubations during her rotation
ID1838,"Which of the following is the most likely etiology of this patient’s symptoms?

A. Insulin overdose  
B. Beta cell tumor  
C. Sulfonylurea overdose  
D. Beta cell destruction",B,medbullets,"C-peptide level: 55 ng/mL (normal < 5 ng/mL) Sulfonylurea level: undetectable She lives with her mother who has diabetes whose medications include metformin, insulin, lisinopril, amlodipine, and glyburide. Glucose: 29 mg/dL This has happened several times this past month with increasing frequency"
ID1768,"Which of the following is the most appropriate next step in management?

A. Change medication to bupropion  
B. Increase dose of current medication  
C. Maintain dose of current medication  
D. Change medication to escitalopram",C,medbullets,He started taking fluoxetine 3 weeks ago when he was diagnosed with major depressive disorder after a divorce.
ID0599,"Which of the following is the most appropriate next step in management?

A. Prednisone  
B. Epley maneuver  
C. MRI brain  
D. CT head",A,medbullets,"His temperature is 98.0°F (36.7°C), blood pressure is 122/84 mmHg, pulse is 80/min, respirations are 16/min, and oxygen saturation is 98% on room air. He has no past medical history and takes no medications"
ID0082,"Which of the following is the most likely etiology of this patient’s symptoms?

A. Amiodarone  
B. Digoxin  
C. Diltiazem  
D. Procainamide",B,medbullets,
ID0526,"Which of the following is the most likely diagnosis?

A. Acute lymphoblastic leukemia  
B. Chronic lymphocytic leukemia  
C. Multiple myeloma  
D. Chronic myelogenous leukemia",D,medbullets,"Leukocyte count: 57,500/mm^3 with 35% blasts His temperature is 100°F (37.8°C), blood pressure is 122/90 mmHg, pulse is 84/min, respirations are 16/min, and oxygen saturation is 99% on room air."
ID1313,"Which of the following is the most effective therapy for this patient?

A. Diphenhydramine  
B. Dexamethasone  
C. Fresh frozen plasma  
D. Epinephrine",C,medbullets,
ID1552,"Which of the following is the most appropriate next step in management?

A. Stool PCR
B. Ciprofloxacin
C. Stool ova and parasite study
D. Rest and oral rehydration",D,medbullets,A 30-year-old man presents to the emergency department with diarrhea.
ID0396,"Which of the following is the most appropriate treatment?

A. Sacubitril and valsartan  
B. Furosemide  
C. Ivabradine  
D. Metoprolol",B,medbullets,
ID0382,"Which of the following is the most appropriate treatment for this patient?

A. Electroconvulsive therapy  
B. Mirtazapine  
C. Bupropion  
D. Phenelzine",C,medbullets,
ID1371,"Which of the following is the most likely underlying pathophysiology of this patient’s condition?

A. Alpha cell tumor  
B. Hypercortisolism  
C. Beta cell destruction  
D. Insulin resistance",A,medbullets,He states that the rash is painful
ID1693,"Which of the following is the most likely diagnosis?

A. Restrictive cardiomyopathy  
B. Myocardial infarction  
C. Constrictive pericarditis  
D. Pulmonary embolism",C,medbullets,A 55-year-old man presents to the emergency department with worsening dyspnea over the past 48 hours.
ID0833,"Which of the following is the most likely diagnosis?

A. Diffuse axonal injury  
B. Epidural hematoma  
C. Concussion  
D. Subarachnoid hemorrhage",C,medbullets,
ID0309,"Which of the following is the most appropriate next step in management?

A. Magnesium  
B. Labetalol  
C. Ondansetron and morphine  
D. CT head",A,medbullets,"Her temperature is 98.0°F (36.7°C), blood pressure is 194/104 mmHg, pulse is 100/min, respirations are 18/min, and oxygen saturation is 98% on room air."
ID0901,"Which of the following is the most appropriate management?

A. Diazepam  
B. Observation  
C. Sumatriptan  
D. CT head",B,medbullets,"She has taken him to a free health clinic to have him seen by a doctor who prescribed medication; however, she has been unable to fill the prescription. After the episode, the child was non-responsive but was breathing on his own"
ID0601,"Which of the following is the most appropriate management for this patient?

A. Testing for HIV, fecal occult blood, and sexually transmitted diseases  
B. CT scan of the abdomen and pelvis  
C. Surgical excision  
D. Topical lidocaine, sitz baths, and fiber supplements",A,medbullets,
ID1882,"Which of the following should be administered first?

A. Penicillin  
B. Piperacillin-tazobactam  
C. Meropenem  
D. Clindamycin",D,medbullets,
ID0784,"Which of the following is the most appropriate next step in management?

A. Prednisone taper  
B. Bilateral adrenalectomy, prednisone, and fludrocortisone  
C. Rifamycin, isoniazid, pyrazinamide, ethambutol, and hydrocortisone therapy  
D. Hydrocortisone and immunoglobulin therapy",C,medbullets,Cl-: 96 mEq/L His physical exam is significant for hyperpigmentation of the oral mucosa and temporal muscle wasting.
ID1668,"Which of the following is the most appropriate next step in management?

A. Digoxin  
B. Albuterol and prednisone  
C. Intubation  
D. Metoprolol",A,medbullets,"The patient is started on BiPAP, and his oxygen saturation improves to 94%."
ID0845,"Which of the following is most likely to confirm the underlying cause of this patient's symptoms?

A. Perform an echocardiogram  
B. Administer glucagon  
C. Check serum TSH and free T4 levels  
D. Perform a CT scan of the head",C,medbullets,"The patient has dementia at baseline and is minimally interactive. This morning, she was found to be obtunded. Physical exam reveals an obtunded woman who only withdraws her extremities to pain."
