Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0893,"Which of the following is the most appropriate next step for definitively determining whether this patient’s fetus has Down syndrome?

A. Anatomy ultrasound  
B. Genetic testing of patient’s sister  
C. Nuchal translucency test  
D. Chorionic villus sampling",D,medbullets,"Pelvic exam reveals normal external genitalia, a closed and soft cervix, a 10-week-sized uterus, and no adnexal masses."
ID1384,"Which of the following is the most appropriate next step in management?

A. Reassurance  
B. Vaginal culture  
C. Warm water irrigation of the vagina  
D. Report to child protective services",A,medbullets,"The neonate’s temperature is 98.5°F (36.9°C), blood pressure is 56/35 mmHg, pulse is 138/min, and respirations are 51/min."
ID1833,"Which of the following is the most likely diagnosis?

A. Idiopathic intracranial hypertension  
B. Meniere disease  
C. Giant cell arteritis  
D. Cerebrovascular accident",A,medbullets,She has not noticed any changes in her complexion as of yet.
ID0249,"This condition is most likely associated with which of the following additional findings?

A. Ventricular septal defect  
B. Bicuspid aortic valve  
C. A normal cardiac exam  
D. Tetralogy of Fallot",C,medbullets,The abdominal defect is immediately covered in sterile saline dressings and an orogastric tube and 2 peripheral intravenous lines are placed.
ID1945,"Which of the following is the most accurate test to confirm this patient’s diagnosis?

A. Serum creatine kinase  
B. Muscle biopsy  
C. Electromyography  
D. Serum aldolase",B,medbullets,Her medical history is significant for hypertension treated with lifestyle modification and gastroesophageal reflux disease (GERD).
ID0238,"Which of the following is the most appropriate next step in management?

A. Abdominal ultrasound  
B. Thickening feeds  
C. MRI of the head  
D. Intravenous hydration",D,medbullets,The vomitus appears to be normal stomach contents without streaks of red or green.
ID0759,"Which of the following is the most appropriate next step in management?

A. Provide reassurance  
B. Counsel on positioning and thickening feeds  
C. Obtain abdominal ultrasound  
D. Initiate proton pump inhibitor",B,medbullets,The patient drinks 4 ounces of cow’s milk formula every 3 hours.
ID0844,"This patient is at increased future risk of which of the following?

A. Endometrial carcinoma  
B. Ovarian cancer  
C. Type 1 diabetes mellitus  
D. Virilization",A,medbullets,Cardiopulmonary and abdominal exams are unremarkable.
ID1494,"Which of the following is the most likely diagnosis?

A. Atopic dermatitis  
B. Lichen planus  
C. Scabies  
D. Psoriasis",B,medbullets,A 45-year-old man presents to his primary care physician with a rash.
ID0152,"Which of the following cardiac findings would be expected on physical exam?

A. Heart sound after S2  
B. Holosystolic murmur at the apex  
C. Heart sound before S1  
D. Fixed splitting of S1 and S2",C,medbullets,"His temperature is 99.5°F (37.5°C), pulse is 96/min, blood pressure is 180/120 mmHg, respirations are 18/min, and oxygen saturation is 97% on room air The patient's prescribed medications are metoprolol, aspirin, lisinopril, hydrochlorothiazide, fluoxetine, metformin, and insulin."
ID1338,"Which of the following is the most likely diagnosis?

A. Normal aging  
B. Delayed sleep phase disorder  
C. Chronic insomnia  
D. Advanced sleep phase disorder",D,medbullets,A 69-year-old man presents to his primary care physician for trouble sleeping.
ID1718,"Which of the following is the most appropriate next step in management?

A. Elective surgical management  
B. Immediate surgical management  
C. Expectant management  
D. Histopathologic evaluation",C,medbullets,The parents have noticed a “swelling of the belly button.” Cord separation occurred at 7 days of age The bulge increases in size when the child cries and can be easily reduced inside the umbilical ring without apparent pain.
ID1468,"This child is most likely to develop which of the following complications?

A. Thromboembolic stroke  
B. Wilms tumor  
C. Osteoarthritis  
D. Aortic dissection",A,medbullets,He has a fair complexion and tall stature with a prominent sternum.
ID1539,"Which of the following is the most likely cause of this patient’s symptoms?

A. Extra copy of sex chromosome  
B. Mutation of RET proto-oncogene  
C. Defective metabolism of methionine  
D. Mutation of chromosome 15",D,medbullets,The patient is otherwise doing well in school and enjoys playing basketball.
ID0244,"Which of the following is the most likely diagnosis?

A. Normal pressure hydrocephalus  
B. Frontotemporal dementia  
C. Alzheimer dementia  
D. Creutzfeldt-Jakob disease",C,medbullets,A 76-year-old woman is brought to a primary care physician by her daughter who is concerned about her mother's growing inability to take care of herself.
ID0185,"Which of the following is the most appropriate next step in management?

A. Intensive phototherapy  
B. Incision and drainage  
C. Red blood cell transfusion  
D. Observation only",D,medbullets,The child was born at 39 weeks gestation to a 34-year-old G2P2 mother by vacuum-assisted vaginal delivery after prolonged labor.
ID0887,"Which of the following is the most appropriate next step in management?

A. Abdominal CT  
B. Colonoscopy  
C. Ultrasound of abdomen  
D. Barium enema",B,medbullets,"Bowel sounds are present, and there is no hepatomegaly."
ID1394,"Which of the following physiological changes would most likely be seen in this patient?

A. Increased dopamine  
B. Decreased orexin  
C. Decreased melatonin  
D. Increased norepinephrine",C,medbullets,His medical history is significant for hypertension and diabetes for which he takes lisinopril and metformin.
ID1378,"Which of the following is the most appropriate next step in management?

A. Edrophonium  
B. Plasmapheresis  
C. Thymectomy  
D. Atropine",B,medbullets,"The patient is intubated pH: 7.30 His temperature is 99.0°F (37.2°C), blood pressure is 128/78 mmHg, pulse is 92/min, and respirations are 28/min with an oxygen saturation of 86% O2 on room air PO2: 55 mmHg"
ID0470,"Which of the following is the most likely diagnosis?

A. Pyloric stenosis  
B. Intestinal malrotation  
C. Hirschsprung disease  
D. Meconium ileus",C,medbullets,"His temperature is 98.6°F (37°C), blood pressure is 67/43 mmHg, pulse is 135/min, and respirations are 34/min He was born at 37 weeks of gestation to a 38-year-old G3P3 woman."
ID0885,"Which of the following is the most likely etiology of this patient’s presentation?

A. CGG trinucleotide repeat disorder  
B. Anabolic steroid use  
C. Failure of neuronal migration  
D. Meiotic nondisjunction",D,medbullets,Laboratory testing is performed and reveals the following: Luteinizing hormone (LH): 38 mIU/mL
ID1704,"Which of the following is the most likely diagnosis?

A. Brief psychotic disorder  
B. Schizoid personality disorder  
C. Schizotypal personality disorder  
D. Schizophrenia",C,medbullets,"A 25-year-old man presents to his primary care physician with a chief complaint of ""failing health."" He states that he typically can converse with animals via telepathy but is having trouble right now due to the weather ."
ID1228,"Which of the following is the most appropriate next step in management?

A. Lactated ringer bolus  
B. N-acetylcysteine  
C. Charcoal  
D. Syrup of ipecac",B,medbullets,"Her temperature is 99.5°F (37.5°C), pulse is 82/min, blood pressure is 125/85 mmHg, respirations are 11/min, and oxygen saturation is 97% on room air Physical exam is within normal limits."
ID1413,"Which of the following is the most likely diagnosis?

A. Plantar fasciitis  
B. Vitamin B12 deficiency  
C. Tarsal tunnel syndrome  
D. Herniated disc",C,medbullets,When running and at rest he has a burning and aching pain along the bottom of his foot that sometimes turns to numbness.
ID1142,"Which of the following treatments most directly addresses the underlying cause of this patient's symptoms?

A. Fluconazole  
B. Dexamethasone  
C. Acyclovir  
D. Amphotericin B and 5-flucytosine",D,medbullets,"India ink stain: Positive A review of systems is significant for a low-grade fever, night sweats, cough, malaise, poor appetite, and unintentional weight loss of 12 pounds in the last 2 months On physical exam, pain is elicited upon passive flexion of the patient’s neck."
ID1822,"Which of the following is the most appropriate next step in management?

A. Testicular ultrasound  
B. Radiograph of the hand and wrist  
C. Karyotyping  
D. Reassurance with close follow-up",B,medbullets,"He denies any headache, vision changes, nausea, or vomiting."
ID0032,"Which of the following is the most likely diagnosis?

A. Ductal carcinoma in situ  
B. Mammary duct ectasia  
C. Invasive ductal carcinoma  
D. Intraductal papilloma",D,medbullets,There is no axillary lymphadenopathy.
ID1073,"What Would You Do Next?  
A: Ultrasound biomicroscopy  
B: Uveitis workup and steroids  
C: Thyroid profile  
D: Magnetic resonance imaging with magnetic resonance angiography or digital subtraction angiography",D,jama,"Dilated fundus examination showed a clear vitreous cavity in the right eye, 360° serous choroidal detachment partly obscuring the optic disc nasally (Figure 1), and the fundus in the left eye was unremarkable.Slitlamp photograph of the right eye showing corkscrew episcleral vessels (A) and ultra-wide field imaging of the right eye showing a large choroidal detachment nasally and shallow detachment all around (B).Magnetic resonance imaging with magnetic resonance angiography or digital subtraction angiography Her medical history was unremarkable.On examination, her best-corrected visual acuity measured 20/60 OD and  20/25 OS Pupillary reaction and color vision were normal in both eyes."
ID1452,"Which of the following is the most likely underlying pathophysiology?

A. Anti-platelet antibodies  
B. Von Willebrand factor deficiency  
C. GP1b deficiency  
D. Factor 8 deficiency",D,medbullets,Partial thromboplastin time (PTT): 56 seconds A 6-year-old boy presents to the emergency department after falling from his scooter Laboratory tests are performed and reveal the following: His parents deny that he has an abnormal number of nosebleeds or bleeding from the gums.
ID0111,"Which of the following is most likely to confirm the diagnosis?

A. Hysteroscopy  
B. Abdominal ultrasound  
C. Hysterosalpingogram  
D. Laparoscopy",D,medbullets,"She denies dysuria, vaginal discharge, or vaginal pruritus."
ID1343,"Which of the following is the most appropriate next step in management?

A. Repeat HIV serology and initiate triple antiretroviral therapy if negative  
B. Immediately initiate triple antiretroviral therapy  
C. Repeat HIV serology and initiate triple antiretroviral therapy if positive  
D. Repeat HIV serology and initiate triple antiretroviral therapy immediately",D,medbullets,She immediately washed the puncture wound with saline.
ID0923,"Which of the following is the most likely etiology of this patient's symptoms?

A. Arsenic  
B. Cyanide  
C. Acetaminophen  
D. Iron",A,medbullets,"His temperature is 98.3°F (36.8°C), blood pressure is 107/75 mmHg, pulse is 110/min, respirations are 22/min, and oxygen saturation is 99% on room air."
ID1202,"Which of the following most appropriately would have prevented this infant's condition?

A. Topical erythromycin  
B. Topical bacitracin  
C. Artificial tears  
D. Oral erythromycin",A,medbullets,"Then 1 day ago, the patient developed eyelid edema and eye redness."
ID0029,"Which of the following is most likely to be seen on further workup?

A. Dorsal striatum atrophy on head CT  
B. Neurofibrillary tangles on brain biopsy  
C. Alpha-synuclein aggregates on brain biopsy  
D. Frontotemporal atrophy on head CT",A,medbullets,His family history is unknown as he was adopted.
